Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
arasonline.net,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
khanemana.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
mahbilit.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
panel.irwoke.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
njfticket.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
whesfahan.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
anilu.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
zabangostar.org,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
everything75.shop,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
pba1.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
lastminsafar.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
shinestor.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
system.hisupport.net,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
jalbot24.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.capitangem.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
mucut.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
parsocean.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
lavishe.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
payment 200 57,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
hypersuraj.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
losigraphy.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
epayment.feiz.ac.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
twpart.com,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0
ns1.itnarenj.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
abzartabatabayi.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.google.com sadad.shaparak.ir 200 0 0 48079 991 1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
f0064f36-2f5c-43ed-9da0-8688bb8b2be1.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ivazplus.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
raleighhvac247.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
mtkt24.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
zanbagh-land.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
payment 200 214,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
xfire.codehaus.org) - - sadad.shaparak.ir 200 0 0 1621 998 110,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.araonline.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
posina.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
stagepg.agah.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.hypertakhfifan.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
shaherkala.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.atitravel.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
snappsms.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
bodotools.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
starpanel.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
hostend.org,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
pazzel.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
9dfc5c18-5fa4-4c88-8473-131c98b70a2f.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
otex.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
khomam.askiran.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.paykanpars.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
1812bf27-47c1-4637-9cc2-a33df4165a1d.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
conference.semums.ac.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
drgerdoo.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
nitroomember.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
newsoffer2.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
kerman.simac.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
rashhandmade.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
perferaj.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
semnan.jdereg.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
8d0669da-98f1-4d5e-af73-5b8de58e9d08.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
aryabod.net,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
zafar-optic.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
epay4.sanjeshp.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
semnan.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
onticket.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
shatootmarkett.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
xfire.codehaus.org) - - sadad.shaparak.ir 200 0 0 1669 1136,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0
emdadgaran.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
peergas.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
testady.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
saipav2.iranecar.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
mobintajhiz.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
drshakibaa.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
filetab.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.omumikade.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.mrghasab.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
iliaair.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
sharg.pishcom.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
onlineplus.daybankbroker.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
i-max.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
app.samanesalamat.com,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0
hoorifaa.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
maps.4kia.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
shaparak.payraz.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
junofood.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
hvir.website,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
gamario.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
artacharter.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
api.ott.tva.tv,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
hozehonari.smtc.ac.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
asan.shaparak.ir 200 8,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
stg.cp.si24.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
arfadesigngroup.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
asan.shaparak.ir 200 370,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
havapeyma.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
bimito.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
mivanoshop.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
akbaridetailing.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
filemarket1.4kia.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
amadpart.com,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0
markopoolo.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
charter-tiket.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
saffronarj.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ed.shmda.site,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
motorclick.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
modisoo.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
filamentia.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
topolisho.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
savehums.ac.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
omidsahm.irbroker2.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
leen.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
artiness.shop,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.setaak.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
shmirani.sbs,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
hamrahbime.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
nigc-skgc.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
shehvar.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
jooyabash.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
doitpet.com,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0
rabinticket.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
digitaldoorlock.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ccchanger.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
stickers.koogard.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
kaheshping.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
campaigns.tapsi.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.mynatravel.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
payment 200 148,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
repseo.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
drhaddadmarandi.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
golestan.hut.ac.i,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
sohaland.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
atrdorsa.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
azmasafar.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.persianteach.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
e-bime.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
mail.ravali.tk,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
order.gelatohouse.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
proojeha.4kia.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
kolahkasket.com,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0
185.112.33.60,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
setarehayesorbi.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ed.sahamqp.sbs,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
espadana-server.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.shirazip.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
safirmall.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
mariyamarket.com,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0
nasirteb.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
jahantravel.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
webinarplus.online,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
baazakdoozak.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
boxico.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
melkija.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
asangem.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
m.esfahanhorse.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
meloriagallery.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
charterbilit.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ed.sdmae.hair,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
food.ausmt.ac.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
zoodika.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
auto-tik.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
arkparvaz.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
dornapc.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.ieltsdrn.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
flashtkt.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
nelsa.shop,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.nozadibahar.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ir-ir.faqserv.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
drsteviaco.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ohgodpay.x10.bz,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
poiict.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
pinkland.shop,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
sahamedalat.000.pe,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
food.zums.ac.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
barzintravel.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
webmail.cip.aero,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
farhangesabzbook.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
masteryar.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
isr.org.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
clinicadhd.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
storina.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
saazgallery.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
darna724.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
urbanfile.4kia.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
72f3fd9e-0128-4e48-a7fc-bfc109ff8692.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ec-sana.net,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
candywall.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
jitp.ut.ac.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
hamgamafzar.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
atishbazi.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.iranemart.com,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0
net-check.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
sepidanman.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
chartergheshm.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
inahvaz.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.ojaghgaz.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
persiatel.net,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
joorachi.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
digisanj.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
37.255.229.41,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
powerfeed.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
akschap.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
the-city.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
safety-security.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
xfire.codehaus.org) - - sadad.shaparak.ir 200 0 0 1445 997 76,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0
payment 200 22,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
dgmaghale.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ed.shew.pro,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
noghre-jar.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
95028461.sanamonline.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
kingsecurityiran.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
momsnini.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
parijaan.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
tmpkhatam.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ghahere.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ninimod0763.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
mobiletest.baaz.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
digigole.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
teashopshiraz.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
6bb10c86-7a40-4291-8ac9-bab857de3ef7.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ejsms.gau.ac.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
investhouse.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
bluenote.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
abadanticket.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
egzoz-sadat.com,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0
ganjipakhsh.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
sepehr.behshadgasht.net,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.144tehranpharmacy.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
gaba724.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
esfahanparskhazar.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
hamedan.jdereg.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
zehnaraclinic.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
aalibaba.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
wp-bazar.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
pachangshop.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
takranseir.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
enovinplus.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
pardismakeup.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
javiditeb.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
nobaharanschool.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
spoortfc.sabzgostar.net,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
faktor-matin.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
nasim-alfurat24.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
3c.gmx.net,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.hungar.org,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
allingroup.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
newnini.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
learn.psmsystem.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
artframes.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.carti.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
85.185.159.85,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ocoffeemarket.com,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0
dokht.shop,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
mahanbehdasht.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.bimilike.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
shikdecor.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.marcofood.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
dpay.website,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
nsm724.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
backend.corumofficial.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
cableiran.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
nikabzar.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ejcp.gau.ac.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
tahlilapp.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
azhmanit.com,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0
markopoosh.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
mahafson.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
samanese.site,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.chicagogrill.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
self.shmu.ac.i,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
site_5517.utabweb.net,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.etemadbmifund.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
192.168.10.243,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
harmonykala.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ebook.afrazbook.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
rxamd.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.ansariedu.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
rahebime.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
gablame.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
iran-sahm.fartit.com,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0
app.hamrahehushmand.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
cooldocx.com,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0
tasisatbarman.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.imanvfx.com,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0
coffeenetonlinedez.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
sephrcharteri.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
chteam.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
aloketabtehran.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
mrstylee.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
classic-shop.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
sepanjexport.com,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0
sahap.razaviedu.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
drnahidjafari.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
schoolanline.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ed.shmedl.website,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
pandabeauty.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
mca-shop.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ceramicmug.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
nedasys.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
bazaredarou.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
electrotalash.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
mahtakdecor.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
bilit.shoghparvaz.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
saehm-ujte.site,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
my.mihanwebhost.net,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
eci.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
igsave.site,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
mobile-sahmazin.exirbroker.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
directpayment 200 339,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
darsifa.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
meharz.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
rt.cpar.cloud,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
darbastan.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
reseller.respina.net,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.alimirsadeghi.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
bajino.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
192.168.1.11,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
info-book.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
