Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
dabiranonline.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.parandtahrir.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
payment 200 164,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
roshashop.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
sahamedalatrp.tech,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
mantoamanda.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
kazemistor.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
pardis12isfahan.mych.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
0c38a275-e9d9-473a-898d-46999f14816a.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
sabatamin.ephoenix.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
soaldrive.4kia.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
dp.dariushgroup.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
zoodkala.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
titicket.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
crm.avvaloffice.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
kalabig.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
sanjesh.kermanedu.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
babakfile.farafile.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
bagher.org,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
admiinfollow.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
food.tums.ac.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
parsnitech.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
saydavegan.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
crsahami.sbs,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
eynakstore.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
user.mayarayaneh.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
sah-iri.itsaol.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
aaafiles.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
iihr.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
micropple.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
parstaninshiraz.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
shainam.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
result.albertlab.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
milanooshop.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
parsiyancharter.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
irangoshi.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
lipar724.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
naserbeauty.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
uatweb.mydigipay.info,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
panelchi.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
behzikharid.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
directpayment 200 81,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
sanatsms.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.kasabestan.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ubike.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
portal.dli.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
stupe.mums.ac.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
boutique-dook.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
catd.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
mcishop.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
venizshop1.tbuy.biz,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
vozarahotel.iibooking.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
silver.sepahbourse.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
fish-dastmozd.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ed.soshdsm.rest,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
naabsell.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
d-sari.tvu.ac.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
miladacademy.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
amirzagame.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
sahamsite.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
researchassist.net,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
panel.eterex.com,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0
suncandle.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.fakharhome.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ipg-public.saminray.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
drzmouhebati.ziteb.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
account.lar.ac.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
bp2.homsa.net,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
search.eitaa.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
mantoopatris.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
my.blueserver.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
sms.softwarefc.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
technoyadak.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
blog.gparts.ir sadad.shaparak.ir 200 0 0 48831 309,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
marhamtb.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
wmfgermany.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
vsharg.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ir.irbarl.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
sanimoo.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
hamedeskandari.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.sunteam-mlm.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
zarabansazan.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
epaybank.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
sharj.finaltak01.tk,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
payment 200 294,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
manigroup.net,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
delvinkala.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
midasdate.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ravankaranneginsabz.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.kparad.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
khaabenaab.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
iranvape.store,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.pardisiha.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.google.com sadad.shaparak.ir 200 0 0 48255 414 1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
modiriatscu.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
badamak.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ris.iau.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
391c806b-3386-44e0-9e9c-5255d5d68d98.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.bconf.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
timex.bums.ac.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.benedito.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
sarejcharity.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
hostinco.net,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
renaultcar.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
carminomarket.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
psq.bou.ac.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
cartespaper.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
almagallery.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
mazebazar.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
drketabchi1.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
fdfile.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
booxell.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
nsnsahame.sbs,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
goldsagame.sbs,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
peykkhorshid.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.dorj.store,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
therapyservices.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
mazdafar.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
jetaime.ir.ink,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
vira.viannacloud.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
balik724.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
khoshpaz.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.onlinetavana.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
urdp.atu.ac.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ahangaristore.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
anabilit.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
tavazonbazar.irbrokersite.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
portal.kishway.net,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ed-sahm1402.site,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
directpayment 200 377,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
followergir.iodynamic.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
iscaedu.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
dev.aloomelk.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
sopnuu.4kia.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
retro-studio.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ako724.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ninidelbar.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
sunclub.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
faraelectronic.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
selsets.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
payment.tohidtoys.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ir.vizvaz.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
talhair.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
toplearn.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
isoa.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
toptourteam.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
vipbooking.org,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
taraz.org,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
tizcharter24.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
belitbnd.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
chartertarin.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.webarz24.org,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ihweb.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
offertik.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
akhgarkaran.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.iliyaair.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
clinic24h.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
matikmarket.com,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0
brandiol.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
dargah.razaviedu.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
mohsenzadeh.net,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
koohestansarv10.mych.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
mahaskinclinic.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ipg.csis.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
parmiskala.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
karoonkids.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
sahambin.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
pmxchange.co,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
payarian.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
dideoptic.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
klkkf.online,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
iranous.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
irmo.cam,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
yaldatkt.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
c9a686df-9d16-45fa-8917-602fa149d3c4.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.pasargadprint.com,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0
akopet.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
nanojahan.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
aramesh724.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ziro.s4.robotapi.xyz,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.mehrann.piko-host.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
dokhtarelavashaki.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
hamava.ssu.ac.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
flpalways.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
silver.ipb.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
pakhshanahita.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
kiabal724.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.updatemarket.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
bizesfahan.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
jplr.atu.ac.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
mavarapos.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
giftcardsara.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.tolidyparniya.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
borna-edu.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
nimino.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
eboala.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ayadirshode.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
file4dl.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
irkharid.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
eunibest.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
abolfazl-tahan.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
kioskeketab.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
eng1.bushehr-nezam.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.leasing.tedax.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
parsshopco.xyz,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ps3ps3.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
hossainazimi.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
139b1b03-d324-4b8d-a9d7-782aa16e4f7a.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
chakavakgasht.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ed.sodshami.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
vipvpclassic.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.sitakala.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
arashvouchers.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
a7b0881d-56dc-477c-8eb5-49c82ab4cf93.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
e-sakeni.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
finanbit.com,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0
tabloon.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
pendid.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
samanaoils.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
online.askiran.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
khaleghy.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
avinas.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
donyayeketaab.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
directpayment 200 78,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
hayoola.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
drsahmeal.tech,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
sah-tq.itsaol.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
sms.perang.co,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
api.sibche.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
login.ereh.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.1dayoff.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
druket.com,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0
shv4-edlie.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
qaensms.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
mobile.pishrobroker.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
loksfile2021.4kia.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
edu.isoa.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
b5870b3c-391e-42d2-aba2-11d2496907cd.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
0d5d1744-8405-4f66-bab4-66a07498efa2.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
vahedyeganeh.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
80044454.sanamonline.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
ateba-med.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
mmt.mums.ac.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.sarmadins.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
chineseland.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
organic-agri.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
wsehim.host,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
insufficient.irancell.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
remotejobs.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
gerash.ircme.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
mail.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
gameyab.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
kalacam.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
behzadiyanstore.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
disfa.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
nestbirdie.site,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.payam-ressan.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
charmish.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
milan.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
sabtad.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
iranroyal.shop,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
2.184.182.27,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
sihamemoon.press,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
hamta-kala.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
drstevia.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
arcpe.modares.ac.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
bilgisayariran.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
sabalanstore.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
gilantor.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
zana-co.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
pwa.footab.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
service.zhaket.com,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0
dreamhouse98.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.sourceyub.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
dastforouush.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
zamyadmedical.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
safarus24.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
hawinsport.com,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0
fig-zini.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
moharermaison.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
tadaborquran.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
caspiangem.shop,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
baradaranahmadi.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
icar2024.qazvin.iau.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
imen-kala.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.ipools.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
visitcenter.net,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
morixel.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
8marchshop.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
parsi-shop.me,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
abzar-yab.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
c4aecb84-70d0-46fb-8e8f-1121aecec353.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
kifche.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
burskala.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
mrsmartco.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
momtazserver.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
melicharter.net,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
safavimoto.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
mahankalagorgan.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
crystalbaft.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
aopanel.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
digikidshop.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
cobalt-biomed.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
blueshop1.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
nex-portal-shekayaat-ir.cloud,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
sepehr.nedaparvaz.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
vticket.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
afroozbook.ir,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
sepehra.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
farsclass.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
9ebfa80b-44a0-457a-9c35-98fdb9c06ae0.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
www.google.com sadad.shaparak.ir 200 0 0 48607 727 1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
trcharge.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
