Date,Price,Open,High,Low,Vol.,Change %,RSI
2010-12-17,0,0.3,0.2,0.2,0.53K,0.00%,
2010-12-18,0,0.2,0.2,0.2,0.17K,0.00%,
2010-12-19,0,0.2,0.2,0.2,2.00K,0.00%,
2010-12-20,0,0.2,0.3,0.2,10.68K,0.00%,
2010-12-21,0,0.3,0.3,0.2,9.23K,0.00%,
2010-12-22,0,0.2,0.3,0.2,3.80K,0.00%,
2010-12-23,0,0.3,0.3,0.2,8.65K,0.00%,
2010-12-24,0,0.3,0.3,0.2,5.03K,0.00%,
2010-12-25,0,0.2,0.3,0.2,0.70K,0.00%,
2010-12-26,0,0.2,0.3,0.2,16.59K,0.00%,
2010-12-27,0,0.3,0.3,0.3,4.94K,0.00%,
2010-12-28,0,0.3,0.3,0.3,15.44K,0.00%,
2010-12-29,0,0.3,0.3,0.3,18.61K,0.00%,
2010-12-30,0,0.3,0.3,0.3,2.54K,0.00%,
2010-12-31,0,0.3,0.3,0.3,1.45K,0.00%,
2011-01-01,0,0.3,0.3,0.3,2.82K,0.00%,
2011-01-02,0,0.3,0.3,0.3,5.35K,0.00%,
2011-01-03,0,0.3,0.3,0.3,1.43K,0.00%,
2011-01-04,0,0.3,0.3,0.3,1.88K,0.00%,
2011-01-05,0,0.3,0.3,0.3,0.36K,0.00%,
2011-01-06,0,0.3,0.3,0.3,3.46K,0.00%,
2011-01-07,0,0.3,0.3,0.3,42.60K,0.00%,
2011-01-08,0,0.3,0.3,0.3,1.63K,0.00%,
2011-01-09,0,0.3,0.3,0.3,1.69K,0.00%,
2011-01-10,0,0.3,0.3,0.3,10.36K,0.00%,
2011-01-11,0,0.3,0.3,0.3,4.86K,0.00%,
2011-01-12,0,0.3,0.4,0.3,31.36K,0.00%,
2011-01-13,0,0.3,0.4,0.3,20.12K,0.00%,
2011-01-14,0,0.3,0.4,0.3,27.13K,25.94%,
2011-01-15,0,0.4,0.4,0.4,1.52K,0.00%,
2011-01-16,0,0.4,0.4,0.4,2.78K,0.00%,
2011-01-17,0,0.4,0.4,0.3,18.24K,0.00%,
2011-01-18,0,0.3,0.3,0.3,15.67K,0.00%,
2011-01-19,0,0.3,0.3,0.3,7.29K,0.00%,
2011-01-20,0,0.3,0.4,0.3,19.88K,24.60%,
2011-01-21,0,0.4,0.4,0.4,8.48K,0.00%,
2011-01-22,0,0.4,0.4,0.4,10.53K,0.00%,
2011-01-23,0,0.4,0.4,0.4,1.15K,0.00%,
2011-01-24,0,0.4,0.4,0.4,11.06K,0.00%,
2011-01-25,0,0.4,0.4,0.4,2.16K,0.00%,
2011-01-26,0,0.4,0.4,0.4,15.57K,0.00%,
2011-01-27,0,0.4,0.4,0.4,27.71K,0.00%,
2011-01-28,0,0.4,0.4,0.4,5.33K,0.00%,
2011-01-29,0,0.4,0.4,0.4,1.45K,0.00%,
2011-01-30,1,0.4,0.5,0.4,10.38K,0.00%,
2011-01-31,1,0.5,0.9,0.5,63.52K,0.00%,
2011-02-01,1,0.5,0.9,0.5,31.56K,34.62%,100
2011-02-02,1,0.7,0.8,0.7,5.63K,0.00%,100
2011-02-03,1,0.7,0.8,0.7,8.53K,0.00%,100
2011-02-04,1,0.7,0.9,0.7,42.22K,17.54%,100
2011-02-05,1,0.8,0.9,0.8,15.79K,13.44%,100
2011-02-06,1,0.9,0.9,0.8,8.74K,0.00%,100
2011-02-07,1,0.9,0.9,0.8,2.26K,0.00%,100
2011-02-08,1,0.9,0.9,0.9,7.02K,0.00%,100
2011-02-09,1,0.9,1.1,0.8,49.63K,18.74%,100
2011-02-10,1,1.1,1.1,0.8,26.56K,-10.06%,100
2011-02-11,1,1,1.1,0.9,13.30K,9.15%,100
2011-02-12,1,1.1,1.1,1,4.12K,0.00%,100
2011-02-13,1,1.1,1.1,1,3.24K,0.00%,100
2011-02-14,1,1,1.1,1,7.10K,0.00%,100
2011-02-15,1,1.1,1.1,1,8.62K,0.00%,100
2011-02-16,1,1,1,1,7.19K,0.00%,100
2011-02-17,1,1,1,1,4.01K,0.00%,100
2011-02-18,1,1,1,0.8,36.95K,-13.57%,100
2011-02-19,1,0.9,1,0.8,3.80K,5.57%,100
2011-02-20,1,0.9,0.9,0.8,9.97K,-10.43%,100
2011-02-21,1,0.9,0.9,0.8,1.70K,0.00%,100
2011-02-22,1,0.8,0.9,0.8,12.10K,0.00%,100
2011-02-23,1,0.9,0.9,0.9,6.72K,0.00%,100
2011-02-24,1,0.9,1,0.9,13.42K,10.82%,100
2011-02-25,1,1,1,0.9,4.46K,-8.65%,100
2011-02-26,1,0.9,1,0.9,4.74K,0.00%,100
2011-02-27,1,1,1,0.9,23.27K,-7.10%,100
2011-02-28,1,0.9,0.9,0.8,4.65K,0.00%,100
2011-03-01,1,0.9,1,0.9,22.57K,7.00%,100
2011-03-02,1,0.9,0.9,0.9,2.74K,0.00%,100
2011-03-03,1,0.9,0.9,0.9,2.75K,0.00%,100
2011-03-04,1,0.9,0.9,0.9,2.71K,0.00%,100
2011-03-05,1,0.9,0.9,0.8,12.57K,0.00%,100
2011-03-06,1,0.9,0.9,0.8,12.63K,0.00%,100
2011-03-07,1,0.9,0.9,0.8,15.27K,0.00%,100
2011-03-08,1,0.9,0.9,0.9,4.53K,0.00%,100
2011-03-09,1,0.9,0.9,0.9,4.55K,0.00%,100
2011-03-10,1,0.9,0.9,0.8,8.87K,7.91%,100
2011-03-11,1,0.9,0.9,0.9,3.73K,-5.67%,100
2011-03-12,1,0.9,0.9,0.9,4.82K,0.00%,100
2011-03-13,1,0.9,0.9,0.9,0.66K,0.00%,100
2011-03-14,1,0.9,0.9,0.9,5.27K,0.00%,100
2011-03-15,1,0.9,0.9,0.9,2.73K,0.00%,100
2011-03-16,1,0.9,0.9,0.8,7.93K,0.00%,100
2011-03-17,1,0.9,0.9,0.8,7.16K,0.00%,100
2011-03-18,1,0.8,0.9,0.7,14.23K,0.00%,100
2011-03-19,1,0.8,0.8,0.7,9.88K,-6.31%,100
2011-03-20,1,0.8,0.8,0.7,5.82K,0.00%,100
2011-03-21,1,0.7,0.8,0.7,3.70K,0.00%,100
2011-03-22,1,0.8,0.8,0.7,12.15K,6.59%,100
2011-03-23,1,0.8,0.9,0.8,13.26K,0.00%,100
2011-03-24,1,0.8,0.9,0.8,14.01K,0.00%,100
2011-03-25,1,0.9,0.9,0.9,4.82K,0.00%,100
2011-03-26,1,0.9,0.9,0.8,11.76K,0.00%,100
2011-03-27,1,0.9,0.9,0.8,5.34K,0.00%,100
2011-03-28,1,0.8,0.9,0.8,12.57K,0.00%,100
2011-03-29,1,0.8,0.8,0.8,4.22K,0.00%,100
2011-03-30,1,0.8,0.8,0.8,3.22K,0.00%,100
2011-03-31,1,0.8,0.8,0.8,6.88K,0.00%,100
2011-04-01,1,0.8,0.8,0.8,3.19K,0.00%,100
2011-04-02,1,0.8,0.8,0.8,2.49K,0.00%,100
2011-04-03,1,0.8,0.8,0.8,3.93K,0.00%,100
2011-04-04,1,0.8,0.8,0.6,31.16K,-12.71%,100
2011-04-05,1,0.7,0.7,0.6,9.73K,0.00%,100
2011-04-06,1,0.7,0.8,0.7,8.70K,0.00%,100
2011-04-07,1,0.7,0.8,0.7,10.83K,0.00%,100
2011-04-08,1,0.8,0.8,0.7,18.21K,0.00%,100
2011-04-09,1,0.8,0.8,0.7,12.12K,0.00%,100
2011-04-10,1,0.7,0.8,0.7,5.35K,0.00%,100
2011-04-11,1,0.7,0.8,0.7,14.65K,0.00%,100
2011-04-12,1,0.8,0.9,0.8,48.42K,11.69%,100
2011-04-13,1,0.9,1,0.9,43.40K,7.27%,100
2011-04-14,1,0.9,1,0.9,31.11K,8.40%,100
2011-04-15,1,1,1.1,0.9,50.31K,0.00%,100
2011-04-16,1,1,1.1,1,28.87K,6.07%,100
2011-04-17,1,1,1.1,1,24.23K,5.71%,100
2011-04-18,1,1.1,1.2,1.1,27.48K,0.00%,100
2011-04-19,1,1.2,1.2,1.1,12.56K,0.00%,100
2011-04-20,1,1.2,1.2,1.1,21.35K,-5.00%,100
2011-04-21,1,1.1,1.2,1.1,39.30K,6.14%,100
2011-04-22,1,1.2,1.4,1.2,39.42K,16.53%,100
2011-04-23,2,1.4,2,1.3,66.62K,20.57%,100
2011-04-24,2,1.7,2,1.6,21.54K,-4.12%,100
2011-04-25,2,1.6,1.7,1.5,13.47K,-4.29%,100
2011-04-26,2,1.6,1.8,1.5,24.05K,14.74%,100
2011-04-27,2,1.8,2,1.7,33.06K,6.15%,100
2011-04-28,2,1.9,2.7,1.7,100.24K,16.32%,100
2011-04-29,3,2.2,3,2.2,57.58K,30.32%,100
2011-04-30,4,2.9,4.2,2.8,65.43K,21.53%,70.102279
2011-05-01,3,3.5,3.9,2.5,45.77K,-13.43%,70.102279
2011-05-02,3,3,3.5,3,18.33K,5.61%,70.102279
2011-05-03,3,3.2,3.5,3.1,16.92K,6.56%,70.102279
2011-05-04,3,3.4,3.6,3.3,17.28K,0.00%,70.102279
2011-05-05,3,3.4,3.5,3.3,15.35K,-2.35%,79.13734135
2011-05-06,4,3.3,3.6,3.3,23.02K,3.60%,79.13734135
2011-05-07,4,3.5,3.7,3.4,17.83K,5.51%,79.13734135
2011-05-08,4,3.6,3.9,3.6,21.13K,6.32%,79.13734135
2011-05-09,4,3.9,3.9,3.7,11.52K,-1.81%,88.49240049
2011-05-10,6,3.8,6,3.8,56.22K,52.89%,88.49240049
2011-05-11,6,5.8,6.1,4.6,52.57K,-5.34%,88.49240049
2011-05-12,6,5.5,6.5,5.2,31.72K,14.55%,92.62359528
2011-05-13,8,6.3,8.4,6.3,64.00K,30.16%,77.61930751
2011-05-14,7,8.2,8.9,5.8,55.39K,-12.20%,77.61930751
2011-05-15,7,7.2,7.8,6.2,18.30K,-2.92%,81.15901051
2011-05-16,8,7,8.5,6.8,44.14K,14.88%,69.34742201
2011-05-17,7,8,8.4,7,35.35K,-10.46%,69.34742201
2011-05-18,7,7.2,7.5,6.6,25.40K,-4.31%,69.34742201
2011-05-19,7,6.9,7.3,6.6,24.44K,-1.02%,58.68090941
2011-05-20,6,6.8,7.1,5.6,44.46K,-17.91%,58.68090941
2011-05-21,6,5.6,6.5,5.6,31.11K,9.48%,64.93586984
2011-05-22,7,6.1,6.8,6,23.87K,9.31%,64.93586984
2011-05-23,7,6.7,7.4,6.7,35.28K,6.88%,64.93586984
2011-05-24,7,7.2,7.5,7,29.28K,3.78%,70.51135516
2011-05-25,8,7.4,9.3,7.2,64.05K,13.21%,74.8227058
2011-05-26,9,8.4,9,8,28.65K,4.76%,74.8227058
2011-05-27,9,8.8,8.8,8.5,14.43K,-3.41%,63.97499373
2011-05-28,8,8.5,8.7,8.1,12.25K,-2.35%,63.97499373
2011-05-29,8,8.3,8.5,8.1,7.49K,1.57%,69.16040056
2011-05-30,9,8.4,9,8.3,17.68K,4.39%,69.16040056
2011-05-31,9,8.8,9.5,8.1,45.79K,-0.68%,73.57214243
2011-06-01,10,8.7,9.7,8.3,43.48K,9.50%,77.10007383
2011-06-02,11,9.6,10.9,9.5,41.05K,10.76%,84.00044015
2011-06-03,14,10.6,14.5,10.6,72.98K,34.81%,89.61636185
2011-06-04,19,14.3,18.9,14,44.48K,32.19%,77.84590181
2011-06-05,17,18.9,19,16.2,24.28K,-11.59%,80.59119985
2011-06-06,19,16.7,19.2,16.5,55.09K,11.08%,85.44659626
2011-06-07,24,18.5,24.3,18.3,53.72K,28.95%,89.00210347
2011-06-08,30,23.9,31.9,22.2,104.93K,23.75%,85.26330067
2011-06-09,29,29.6,31.5,26.1,62.93K,-2.30%,69.53474502
2011-06-10,24,28.9,29.4,20,92.21K,-17.19%,51.21929832
2011-06-11,15,24,24,13,121.87K,-38.83%,56.68064555
2011-06-12,19,14.6,25,10.3,151.19K,26.62%,57.94818415
2011-06-13,20,18.5,24.5,16,73.42K,6.95%,56.17795366
2011-06-14,19,19.8,20.5,18,36.16K,-2.82%,57.57371036
2011-06-15,20,19.3,20,19,27.71K,1.09%,52.20202737
2011-06-16,17,19.5,19.9,17,49.20K,-12.78%,50.51030318
2011-06-17,16,17,18.3,13,108.62K,-7.76%,52.17925282
2011-06-18,17,15.7,17,15.1,35.54K,7.72%,53.855109
2011-06-19,18,16.9,18.9,16.9,30.18K,3.67%,53.855109
2011-06-20,18,17.5,17.5,17.5,-,0.00%,53.855109
2011-06-21,18,17.5,17.5,17.5,-,0.00%,53.855109
2011-06-22,18,17.5,17.5,17.5,-,0.00%,53.855109
2011-06-23,18,17.5,17.5,17.5,-,0.00%,53.855109
2011-06-24,18,17.5,17.5,17.5,-,0.00%,53.855109
2011-06-25,18,17.5,17.5,17.5,-,0.00%,50.86080167
2011-06-26,17,17.5,17.5,14,15.05K,-6.05%,50.86080167
2011-06-27,17,16.5,18,15,31.45K,1.82%,50.86080167
2011-06-28,17,16.8,17.5,16.5,24.40K,1.19%,50.86080167
2011-06-29,17,17,17.2,16.7,21.04K,-0.59%,47.32188579
2011-06-30,16,16.9,17,15.7,34.96K,-4.45%,44.02311252
2011-07-01,15,16.1,16.7,15.3,33.28K,-4.35%,44.02311252
2011-07-02,15,15.4,15.8,15.3,19.45K,0.00%,44.02311252
2011-07-03,15,15.4,15.7,15.3,16.79K,0.00%,40.4972154
2011-07-04,14,15.4,15.5,13.1,52.28K,-10.23%,37.28157261
2011-07-05,13,13.9,15,11,84.08K,-6.85%,46.44138634
2011-07-06,15,12.9,16.5,12.7,111.82K,14.48%,46.44138634
2011-07-07,15,14.8,15.9,14.5,54.47K,0.00%,42.81536386
2011-07-08,14,14.8,15.6,13.9,34.85K,-3.18%,42.81536386
2011-07-09,14,14.3,14.7,14,11.91K,0.49%,47.5635523
2011-07-10,15,14.4,15.7,14.4,45.28K,3.62%,43.65952972
2011-07-11,14,14.9,15.2,13.8,49.16K,-4.63%,43.65952972
2011-07-12,14,14.2,14.6,13.9,26.36K,-1.41%,43.65952972
2011-07-13,14,14,14.1,13.9,10.34K,-0.43%,43.65952972
2011-07-14,14,13.9,14.1,13.7,17.66K,0.00%,43.65952972
2011-07-15,14,14,14.1,13.5,24.82K,-1.29%,43.65952972
2011-07-16,14,13.8,13.8,13.5,17.26K,-0.65%,38.70387958
2011-07-17,13,13.7,13.8,13,34.38K,-4.08%,45.38046304
2011-07-18,14,13.2,13.9,12.5,75.90K,2.43%,45.38046304
2011-07-19,14,13.5,14.7,13.4,67.58K,2.74%,45.38046304
2011-07-20,14,13.9,14,13.4,23.18K,-1.16%,45.38046304
2011-07-21,14,13.7,13.8,13.4,25.02K,-0.58%,45.38046304
2011-07-22,14,13.6,13.8,13.4,15.17K,0.66%,45.38046304
2011-07-23,14,13.7,13.8,13.5,22.46K,0.00%,45.38046304
2011-07-24,14,13.7,14.1,13.6,26.62K,2.19%,45.38046304
2011-07-25,14,14,14.7,13.8,31.58K,0.50%,45.38046304
2011-07-26,14,14.1,14.1,13.8,16.79K,-1.21%,45.38046304
2011-07-27,14,13.9,14.1,13.9,11.51K,0.43%,45.38046304
2011-07-28,14,13.9,13.9,13.3,32.74K,-3.23%,45.38046304
2011-07-29,14,13.5,13.7,13.3,7.26K,0.00%,45.38046304
2011-07-30,14,13.5,13.6,13.4,6.10K,0.00%,35.30331451
2011-07-31,13,13.5,14.9,12.8,45.72K,-1.33%,35.30331451
2011-08-01,13,13.4,13.6,12.9,21.75K,-1.95%,28.07340059
2011-08-02,12,13.1,13.1,11.5,57.24K,-7.94%,16.89496731
2011-08-03,9,12.1,12.2,8.7,90.29K,-23.15%,35.37093564
2011-08-04,11,9.3,11.1,9.3,50.09K,16.09%,31.58933972
2011-08-05,10,10.8,11,9.5,30.77K,-8.84%,23.47934616
2011-08-06,7,9.8,9.9,5.7,102.41K,-33.16%,29.93641947
2011-08-07,8,6.6,9.5,6,89.83K,20.61%,29.93641947
2011-08-08,8,7.9,8.2,7.1,34.04K,-1.27%,41.40516117
2011-08-09,10,7.8,12.1,7.7,114.47K,28.08%,41.40516117
2011-08-10,10,10,10.4,9.5,24.25K,0.00%,41.40516117
2011-08-11,10,10,10.5,8.4,58.12K,-5.21%,41.40516117
2011-08-12,10,9.5,9.8,8.9,41.59K,0.00%,41.40516117
2011-08-13,10,9.5,10.3,9.3,29.76K,7.08%,47.6155559
2011-08-14,11,10.1,11.2,9.6,44.13K,6.61%,47.6155559
2011-08-15,11,10.8,11.9,10.7,38.16K,3.24%,47.6155559
2011-08-16,11,11.1,11.3,10.8,15.33K,-1.70%,47.6155559
2011-08-17,11,11,11.1,10.7,22.90K,0.00%,47.6155559
2011-08-18,11,10.9,11.1,10.8,8.21K,-1.10%,54.58756641
2011-08-19,12,10.8,11.8,10.8,33.72K,7.57%,47.74432123
2011-08-20,11,11.6,11.7,11.4,9.92K,-1.72%,47.74432123
2011-08-21,11,11.4,11.5,11.3,8.72K,-1.22%,47.74432123
2011-08-22,11,11.3,11.5,10.5,37.00K,-3.63%,47.74432123
2011-08-23,11,10.9,11.3,10.8,12.78K,0.00%,47.74432123
2011-08-24,11,10.9,11.1,10.8,7.82K,-0.82%,40.40684474
2011-08-25,10,10.9,10.9,9.1,55.49K,-10.97%,30.35805738
2011-08-26,8,9.7,9.9,7.6,83.00K,-15.32%,38.58248438
2011-08-27,9,8.2,9.1,8.1,22.00K,5.01%,38.58248438
2011-08-28,9,8.6,9.5,8.4,24.16K,5.59%,38.58248438
2011-08-29,9,9.1,9.3,8.6,21.65K,-1.10%,38.58248438
2011-08-30,9,9,9,8.6,11.77K,-2.01%,33.29391325
2011-08-31,8,8.8,8.8,8,19.65K,-6.71%,33.29391325
2011-09-01,8,8.2,8.4,8.1,11.90K,0.00%,42.44368951
2011-09-02,9,8.2,8.7,8.2,16.82K,5.24%,42.44368951
2011-09-03,9,8.6,8.7,8.4,6.95K,-1.85%,36.61844366
2011-09-04,8,8.5,8.5,7.8,19.67K,-3.54%,36.61844366
2011-09-05,8,8.2,8.2,7.3,30.80K,-6.97%,31.59013449
2011-09-06,7,7.6,7.7,6.1,82.50K,-9.86%,31.59013449
